bucket,bucket_trips,min_sup,rank,support,length_km,subroute
night,296575,148,91,232,3.619,8939220f083ffff>8939220f097ffff>8939220f087ffff>8939220f54bffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f19bffff>8939220f18bffff>8939220f18fffff
night,296575,148,92,232,3.615,89392201a73ffff>89392201a0bffff>89392201a47ffff>89392201a43ffff>89392201a4bffff>8939220a997ffff>8939220a993ffff>8939220ad2fffff>8939220ad2bffff>8939220ad77ffff>8939220ad3bffff
night,296575,148,93,232,3.275,8939220f1b3ffff>8939220f1bbffff>8939220f18fffff>8939220f183ffff>8939220f19bffff>8939220f567ffff>8939220f56fffff>8939220f1d3ffff>8939220f1dbffff>8939220f037ffff
night,296575,148,94,231,5.787,8939220f00fffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6abffff>8939220f617ffff>8939220f68fffff>8939220f613ffff>8939220f68bffff>8939220f6d7ffff>8939220f6d3ffff>8939220a96bffff>8939220abb7ffff>8939220a94fffff
night,296575,148,95,230,5.097,8939220f03bffff>8939220f007ffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f41bffff
night,296575,148,96,230,4.364,8939220f03bffff>8939220f007ffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46fffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f477ffff
night,296575,148,97,230,3.649,8939220f19bffff>8939220f1d7ffff>8939220f1c7ffff>8939220f1c3ffff>8939220f1cfffff>8939220f1c3ffff>8939220f1cbffff>8939220f1dbffff>8939220f037ffff>8939220f027ffff>8939220f023ffff
night,296575,148,98,230,3.604,8939220f083ffff>8939220f093ffff>8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff>8939220a927ffff>8939220a923ffff>8939220a93bffff
night,296575,148,99,229,12.425,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
night,296575,148,100,229,6.208,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff
morning_peak,271960,136,1,313,4.006,8939220f19bffff>8939220f567ffff>8939220f56fffff>8939220f563ffff>8939220f57bffff>8939220f547ffff>8939220f543ffff>8939220f54fffff>8939220f54bffff>8939220f087ffff>8939220f097ffff>8939220f083ffff
morning_peak,271960,136,2,306,5.11,89392201a73ffff>89392201a77ffff>89392201a67ffff>89392201a2bffff>8939220f493ffff>8939220f483ffff>8939220f48fffff>8939220f417ffff>8939220f407ffff>8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f093ffff>8939220f083ffff
morning_peak,271960,136,3,300,3.262,8939220f02fffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08fffff>8939220f083ffff>8939220f087ffff
morning_peak,271960,136,4,290,3.263,8939220f08bffff>8939220f0c7ffff>8939220f013ffff>8939220f0c7ffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
morning_peak,271960,136,5,287,3.621,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e273ffff>8939220e20fffff>8939220e207ffff>8939220e2abffff
morning_peak,271960,136,6,287,3.268,8939220f067ffff>8939220f063ffff>8939220f073ffff>8939220f00bffff>8939220f057ffff>8939220f0cfffff>8939220f0cbffff>8939220f0dbffff>8939220f6afffff>8939220f6a3ffff
morning_peak,271960,136,7,286,4.728,8939220f067ffff>8939220f39bffff>8939220f393ffff>8939220f383ffff>8939220f397ffff>8939220f387ffff>8939220f3b3ffff>8939220f3a3ffff>8939220f3a7ffff>8939220c6d3ffff>8939220f16fffff>8939220c69bffff>8939220c68bffff>8939220c683ffff
morning_peak,271960,136,8,286,4.352,8939220e66fffff>8939220e2d7ffff>8939220e29bffff>8939220e66fffff>8939220e663ffff>8939220e67bffff>8939220e64fffff>8939220e64bffff>8939220f597ffff>8939220f583ffff>8939220f593ffff>8939220f59bffff>89392201b67ffff
morning_peak,271960,136,9,285,3.278,8939220f563ffff>8939220f56fffff>8939220f1d3ffff>8939220f1dbffff>8939220f037ffff>8939220f027ffff>8939220f023ffff>8939220f02fffff>8939220f393ffff>8939220f397ffff
morning_peak,271960,136,10,285,3.265,8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f40fffff>8939220f403ffff>8939220f41bffff>8939220f4c7ffff>8939220f4c3ffff
morning_peak,271960,136,11,276,3.3,8939220f517ffff>8939220f5bbffff>8939220f5abffff>8939220f5a3ffff>8939220f5afffff>8939220f5a7ffff>8939220e2dbffff>8939220e2cbffff>8939220e2c3ffff>8939220e2d3ffff
morning_peak,271960,136,12,274,5.077,8939220f167ffff>8939220f12bffff>8939220f177ffff>8939220f10fffff>8939220f10bffff>8939220f147ffff>8939220f157ffff>8939220f143ffff>8939220f153ffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff
morning_peak,271960,136,13,271,7.222,8939220e2abffff>8939220e207ffff>8939220e20fffff>8939220e273ffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
morning_peak,271960,136,14,264,9.842,8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4fffff>89392200a4bffff>89392200a43ffff>89392200a5bffff>89392201d27ffff>89392200acbffff>89392200adbffff>89392201da7ffff
morning_peak,271960,136,15,264,4.34,8939220ad77ffff>8939220ad2bffff>8939220ad2fffff>8939220a993ffff>8939220a997ffff>89392201a4bffff>89392201a43ffff>89392201a47ffff>89392201a0bffff>89392201a73ffff>89392201a77ffff>89392201a67ffff>89392201a2bffff
morning_peak,271960,136,16,258,11.342,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,17,257,3.99,8939220f6b3ffff>8939220f6bbffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff>8939220f073ffff>8939220f063ffff>8939220f067ffff
morning_peak,271960,136,18,256,12.425,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,19,254,3.976,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e273ffff>8939220e20fffff>8939220e207ffff>8939220e2abffff
morning_peak,271960,136,20,253,4.722,8939220e2abffff>8939220e207ffff>8939220e203ffff>8939220e20fffff>8939220e20bffff>8939220e247ffff>8939220e24fffff>8939220e243ffff>8939220e24bffff>8939220f197ffff>8939220f193ffff>8939220f19bffff>8939220f567ffff>8939220f56fffff
morning_peak,271960,136,21,248,3.969,8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f55bffff>8939220f543ffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f19bffff>8939220f18bffff
morning_peak,271960,136,22,247,12.078,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>89392201843ffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,23,247,5.422,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff>8939220f687ffff>8939220f683ffff>8939220f693ffff>8939220a92bffff
morning_peak,271960,136,24,244,4.696,8939220f44fffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff
morning_peak,271960,136,25,244,3.287,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
morning_peak,271960,136,26,243,3.993,8939220a997ffff>8939220ad2fffff>8939220a993ffff>8939220a997ffff>89392201a4bffff>89392201a43ffff>89392201a47ffff>89392201a0bffff>89392201a73ffff>89392201a77ffff>89392201a67ffff>89392201a2bffff
morning_peak,271960,136,27,243,3.276,8939220f59bffff>8939220f58bffff>8939220f513ffff>8939220f58fffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
morning_peak,271960,136,28,242,6.494,8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff>8939220f687ffff>8939220f683ffff>8939220f69bffff>8939220a96fffff>8939220a963ffff>8939220a973ffff>8939220a947ffff
morning_peak,271960,136,29,241,6.164,8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220aba7ffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff
morning_peak,271960,136,30,241,5.849,8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff
morning_peak,271960,136,31,239,5.118,8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f637ffff>8939220f627ffff>8939220f05bffff>8939220f04bffff>8939220f2b3ffff>8939220f2a3ffff>8939220f2abffff>8939220f233ffff>8939220f2afffff>8939220f3dbffff
morning_peak,271960,136,32,239,3.968,8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f55bffff>8939220f543ffff>8939220f54fffff>8939220f57bffff>8939220f563ffff>8939220f56fffff>8939220f19bffff>8939220f18bffff>8939220f18fffff
morning_peak,271960,136,33,238,13.092,8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201963ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,34,238,6.601,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a8bffff>89392201a9bffff>89392201e67ffff>89392201e77ffff>89392201e0fffff>89392201e03ffff>89392201e13ffff>89392201e17ffff>89392201e8fffff
morning_peak,271960,136,35,238,3.626,8939220f467ffff>8939220f477ffff>8939220f473ffff>8939220f447ffff>8939220f457ffff>8939220f453ffff>8939220f4cbffff>8939220a937ffff>8939220a9afffff>8939220a9abffff>8939220a9bbffff
morning_peak,271960,136,36,237,7.688,8939220f457ffff>8939220f447ffff>8939220f47bffff>8939220f6b7ffff>8939220f6a7ffff>8939220f0dbffff>8939220f637ffff>8939220f627ffff>8939220f623ffff>8939220f637ffff>8939220f627ffff>8939220f05bffff>8939220f04bffff>8939220f2b3ffff>8939220f2a3ffff>8939220f2abffff>8939220f233ffff>8939220f23bffff>8939220f223ffff>8939220f22fffff>8939220f227ffff>8939220f237ffff
morning_peak,271960,136,37,236,6.135,8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f537ffff>8939220e2cbffff>8939220e2c3ffff
morning_peak,271960,136,38,236,4.686,8939220a947ffff>8939220a973ffff>8939220a963ffff>8939220a96fffff>8939220f69bffff>8939220f683ffff>8939220f687ffff>8939220f6b3ffff>8939220f6b7ffff>8939220f46bffff>8939220f0d3ffff>8939220f0d7ffff>8939220f08bffff>8939220f013ffff
morning_peak,271960,136,39,235,11.27,8939220f023ffff>8939220f02bffff>8939220f02fffff>8939220f023ffff>8939220f027ffff>8939220f037ffff>8939220f1cbffff>8939220f1dbffff>8939220f1d3ffff>8939220f56fffff>8939220f567ffff>8939220f52bffff>8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e257ffff>8939220e2cfffff>8939220e21bffff>8939220e2c7ffff>8939220e28bffff>8939220e283ffff>8939220e293ffff>8939220e62fffff>8939220e627ffff>8939220e053ffff>8939220e0cbffff>8939220e0cfffff>8939220e0c7ffff>8939220e0cfffff>8939220e0c3ffff>8939220e0cbffff>8939220e0dbffff
morning_peak,271960,136,40,235,6.52,8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a2fffff>89392201a23ffff
morning_peak,271960,136,41,235,3.624,8939220f02fffff>8939220f027ffff>8939220f1cbffff>8939220f1cfffff>8939220f1c3ffff>8939220f1c7ffff>8939220f1d7ffff>8939220f19bffff>8939220f193ffff>8939220f197ffff>8939220e24bffff
morning_peak,271960,136,42,234,13.092,8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201963ffff>89392201967ffff>89392201977ffff>8939220190fffff>8939220190bffff>89392201957ffff>89392201953ffff>89392201827ffff>89392201823ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff>8939220037bffff
morning_peak,271960,136,43,234,3.966,8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f523ffff>8939220f52bffff
morning_peak,271960,136,44,233,9.12,8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f593ffff>89392201b2fffff>89392201b23ffff>89392201b37ffff>89392201b33ffff>89392201bafffff>89392201ba7ffff>89392201bb7ffff>8939220196bffff>8939220197bffff>89392201973ffff>8939220190fffff>89392201903ffff>89392201907ffff>89392201917ffff>893922019bbffff>893922019b3ffff>89392200a4bffff>89392200a4fffff>89392200a43ffff>89392200a57ffff>89392200a1bffff>89392200ac7ffff
morning_peak,271960,136,45,233,4.017,8939220f49bffff>8939220f493ffff>8939220f483ffff>8939220f48fffff>8939220f417ffff>8939220f407ffff>8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f093ffff>8939220f083ffff
morning_peak,271960,136,46,233,3.262,8939220f397ffff>8939220f15bffff>8939220f027ffff>8939220f023ffff>8939220f03bffff>8939220f00fffff>8939220f007ffff>8939220f017ffff>8939220f0abffff>8939220f0bbffff
morning_peak,271960,136,47,232,12.078,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201843ffff>8939220184fffff>89392201847ffff>89392201873ffff>8939220180fffff>89392201877ffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,48,232,5.759,8939220e66fffff>8939220e2d7ffff>8939220e2c3ffff>8939220e2cbffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff
morning_peak,271960,136,49,232,3.62,8939220f4c3ffff>8939220f4c7ffff>8939220f41bffff>8939220f403ffff>8939220f40fffff>8939220f43bffff>8939220f423ffff>8939220f42bffff>8939220f42fffff>8939220f093ffff>8939220f083ffff
morning_peak,271960,136,50,232,3.264,8939220e2abffff>8939220e2afffff>8939220e237ffff>8939220e3cbffff>8939220e353ffff>8939220e343ffff>8939220e35bffff>8939220e34bffff>8939220c497ffff>8939220c483ffff
morning_peak,271960,136,51,230,5.767,8939220f52fffff>8939220f193ffff>8939220f52bffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff
morning_peak,271960,136,52,230,5.405,8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff>8939220f597ffff>8939220e64bffff>8939220e64fffff>8939220e67bffff>8939220e663ffff>8939220e66bffff
morning_peak,271960,136,53,229,6.531,8939220a9cfffff>8939220a957ffff>8939220a943ffff>8939220a94fffff>8939220abb7ffff>8939220a96bffff>8939220f6d3ffff>8939220f6d7ffff>8939220f68bffff>8939220f613ffff>8939220f68fffff>8939220f617ffff>8939220f6abffff>8939220f6afffff>8939220f0dbffff>8939220f0cbffff>8939220f0cfffff>8939220f057ffff>8939220f00bffff
morning_peak,271960,136,54,228,12.062,8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff>89392201a3bffff>89392201a07ffff>89392201a17ffff>89392201a8fffff>89392201a87ffff>8939220184bffff>8939220184fffff>89392201843ffff>89392201847ffff>89392201873ffff>8939220180fffff>8939220183bffff>8939220182bffff>8939220183bffff>89392201833ffff>893922018abffff>893922018a3ffff>893922018b3ffff>89392201d4bffff>89392201d43ffff>89392201d5bffff>89392201d53ffff>89392201dcbffff>89392201ddbffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,55,228,4.0,8939220c4dbffff>8939220f1afffff>8939220f133ffff>8939220f1abffff>8939220f107ffff>8939220f10fffff>8939220f10bffff>8939220f147ffff>8939220f157ffff>8939220f143ffff>8939220f153ffff>8939220f027ffff
morning_peak,271960,136,56,227,8.683,8939220c697ffff>8939220f12fffff>8939220f127ffff>8939220f123ffff>8939220f137ffff>8939220c4dbffff>8939220c4d3ffff>8939220e26bffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
morning_peak,271960,136,57,227,3.633,8939220f08bffff>8939220f0d7ffff>8939220f0c7ffff>8939220f0c3ffff>8939220f0d3ffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff
morning_peak,271960,136,58,227,3.271,8939220f083ffff>8939220f097ffff>8939220f55bffff>8939220f427ffff>8939220f423ffff>8939220f43bffff>8939220f407ffff>8939220f40fffff>8939220f403ffff>8939220f41bffff
morning_peak,271960,136,59,226,7.201,8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff>8939220f40bffff>8939220f457ffff>8939220f447ffff
morning_peak,271960,136,60,226,6.852,8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f537ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
morning_peak,271960,136,61,225,4.717,8939220f523ffff>8939220f527ffff>8939220e253ffff>8939220e243ffff>8939220e247ffff>8939220e24fffff>8939220e27bffff>8939220e26bffff>8939220c4d3ffff>8939220e26fffff>8939220c49bffff>8939220c493ffff>8939220c483ffff>8939220c497ffff
morning_peak,271960,136,62,225,4.004,89392201c83ffff>89392201c87ffff>89392201cbbffff>89392201ca3ffff>89392201cabffff>89392201cafffff>89392201c37ffff>89392201cafffff>89392201ca7ffff>8939220036bffff>89392200363ffff>89392200373ffff
morning_peak,271960,136,63,225,4.001,8939220f00fffff>8939220f003ffff>8939220f013ffff>8939220f08bffff>8939220f0d7ffff>8939220f0d3ffff>8939220f46bffff>8939220f6b7ffff>8939220f6b3ffff>8939220f44bffff>8939220f443ffff>8939220f453ffff
morning_peak,271960,136,64,224,4.003,8939220f10bffff>8939220f103ffff>8939220f117ffff>8939220f1bbffff>8939220f1b3ffff>8939220f1b7ffff>8939220e24fffff>8939220e27bffff>8939220e273ffff>8939220e20fffff>8939220e207ffff>8939220e2abffff
morning_peak,271960,136,65,224,3.649,8939220f627ffff>8939220f637ffff>8939220f0dbffff>8939220f6a7ffff>8939220f6b7ffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff
morning_peak,271960,136,66,223,5.432,8939220f44fffff>8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f41bffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f58bffff>8939220f583ffff
morning_peak,271960,136,67,223,4.716,8939220e2abffff>8939220e2bbffff>8939220e2a3ffff>8939220e2b3ffff>8939220e2b7ffff>8939220e04fffff>8939220e07bffff>8939220e047ffff>8939220e073ffff>8939220e00fffff>8939220e007ffff>8939220e0abffff>8939220e0afffff>8939220e0a7ffff
morning_peak,271960,136,68,223,3.966,8939220f58bffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f41bffff>8939220f40bffff>8939220f457ffff>8939220f447ffff
morning_peak,271960,136,69,222,7.198,8939220f1b3ffff>8939220f1b7ffff>8939220e24fffff>8939220e27bffff>8939220e247ffff>8939220e243ffff>8939220e257ffff>8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f537ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff
morning_peak,271960,136,70,222,6.484,8939220f47bffff>8939220f447ffff>8939220f457ffff>8939220f40bffff>8939220f403ffff>8939220f407ffff>8939220f4abffff>8939220f4afffff>8939220f5dbffff>8939220f5c3ffff>8939220f5c7ffff>8939220f513ffff>8939220f517ffff>8939220f5abffff>8939220f533ffff>8939220f537ffff>8939220f523ffff>8939220f527ffff>8939220e253ffff
morning_peak,271960,136,71,222,5.762,8939220e253ffff>8939220f527ffff>8939220f523ffff>8939220f533ffff>8939220f5abffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f403ffff>8939220f40bffff>8939220f457ffff>8939220f447ffff
morning_peak,271960,136,72,222,4.715,8939220f507ffff>8939220f517ffff>8939220f513ffff>8939220f5c7ffff>8939220f5c3ffff>8939220f5dbffff>8939220f4afffff>8939220f4abffff>8939220f407ffff>8939220f417ffff>8939220f48fffff>8939220f483ffff>8939220f493ffff>89392201a2bffff
